[32T3J 893]
			5,
			13,
			7,
			4
		],
		"Score": 626
	},
	{
		"Grade": 1,
		"Cards": [
			6,
			7,
			13,
			5,
			10
		],
		"Score": 26
	},
	{
		"Grade": 1,
		"Cards": [
			6,
			8,
			13,
			5,
			4
		],
		"Score": 909
	},
	{
		"Grade": 1,
		"Cards": [
			6,
			12,
			14,
			2,
			9
		],
		"Score": 950
	},
	{
		"Grade": 1,
		"Cards": [
			6,
			13,
			14,
			9,
			5
		],
		"Score": 802
	},
	{
		"Grade": 1,
		"Cards": [
			6,
			14,
			13,
			5,
			12
		],
		"Score": 484
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			3,
			4,
			2,
			9
		],
		"Score": 491
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			4,
			14,
			2,
			3
		],
		"Score": 482
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			8,
			5,
			2,
			6
		],
		"Score": 489
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			8,
			10,
			4,
			13
		],
		"Score": 753
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			9,
			8,
			2,
			3
		],
		"Score": 936
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			9,
			14,
			8,
			3
		],
		"Score": 898
	},
	{
		"Grade": 1,
		"Cards": [
			7,
			14,
			3,
			2,
			6
		],
		"Score": 137
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			2,
			6,
			3,
			7
		],
		"Score": 487
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			3,
			6,
			12,
			9
		],
		"Score": 629
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			4,
			7,
			3,
			12
		],
		"Score": 964
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			5,
			2,
			4,
			9
		],
		"Score": 162
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			5,
			3,
			13,
			9
		],
		"Score": 568
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			6,
			10,
			5,
			14
		],
		"Score": 436
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			9,
			4,
			6,
			13
		],
		"Score": 13
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			10,
			6,
			7,
			4
		],
		"Score": 269
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			10,
			9,
			14,
			3
		],
		"Score": 869
	},
	{
		"Grade": 1,
		"Cards": [
			8,
			12,
			4,
			7,
			10
		],
		"Score": 855
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			3,
			5,
			10,
			6
		],
		"Score": 689
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			4,
			2,
			5,
			14
		],
		"Score": 414
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			6,
			14,
			4,
			7
		],
		"Score": 925
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			7,
			14,
			3,
			4
		],
		"Score": 953
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			8,
			6,
			10,
			5
		],
		"Score": 407
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			8,
			10,
			3,
			5
		],
		"Score": 347
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			12,
			5,
			6,
			3
		],
		"Score": 845
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			12,
			14,
			7,
			2
		],
		"Score": 694
	},
	{
		"Grade": 1,
		"Cards": [
			9,
			14,
			13,
			4,
			12
		],
		"Score": 9
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			3,
			6,
			14,
			12
		],
		"Score": 441
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			4,
			6,
			7,
			2
		],
		"Score": 476
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			5,
			8,
			13,
			2
		],
		"Score": 118
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			8,
			9,
			14,
			12
		],
		"Score": 235
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			9,
			3,
			2,
			5
		],
		"Score": 971
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			9,
			3,
			4,
			13
		],
		"Score": 130
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			9,
			8,
			7,
			13
		],
		"Score": 778
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			9,
			12,
			7,
			3
		],
		"Score": 595
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			12,
			3,
			2,
			8
		],
		"Score": 397
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			13,
			7,
			14,
			2
		],
		"Score": 239
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			14,
			7,
			5,
			6
		],
		"Score": 782
	},
	{
		"Grade": 1,
		"Cards": [
			10,
			14,
			12,
			6,
			7
		],
		"Score": 103
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			2,
			8,
			9,
			5
		],
		"Score": 65
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			2,
			8,
			10,
			13
		],
		"Score": 946
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			5,
			10,
			9,
			13
		],
		"Score": 618
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			6,
			2,
			9,
			5
		],
		"Score": 722
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			6,
			3,
			13,
			8
		],
		"Score": 741
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			7,
			9,
			5,
			6
		],
		"Score": 186
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			7,
			13,
			2,
			5
		],
		"Score": 530
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			7,
			14,
			3,
			10
		],
		"Score": 868
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			7,
			14,
			8,
			13
		],
		"Score": 1
	},
	{
		"Grade": 1,
		"Cards": [
			12,
			13,
			4,
			5,
			6
		],
		"Score": 308
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			2,
			4,
			10,
			12
		],
		"Score": 19
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			2,
			4,
			12,
			9
		],
		"Score": 816
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			2,
			10,
			3,
			14
		],
		"Score": 318
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			3,
			8,
			6,
			10
		],
		"Score": 978
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			5,
			2,
			10,
			7
		],
		"Score": 47
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			5,
			8,
			12,
			14
		],
		"Score": 919
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			5,
			10,
			7,
			14
		],
		"Score": 412
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			6,
			10,
			7,
			8
		],
		"Score": 890
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			9,
			6,
			14,
			4
		],
		"Score": 267
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			10,
			6,
			4,
			7
		],
		"Score": 244
	},
	{
		"Grade": 1,
		"Cards": [
			13,
			14,
			12,
			9,
			7
		],
		"Score": 102
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			3,
			8,
			2,
			9
		],
		"Score": 14
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			3,
			8,
			13,
			6
		],
		"Score": 159
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			4,
			2,
			13,
			3
		],
		"Score": 315
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			4,
			2,
			13,
			8
		],
		"Score": 777
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			4,
			8,
			6,
			10
		],
		"Score": 33
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			5,
			7,
			12,
			4
		],
		"Score": 839
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			5,
			8,
			4,
			10
		],
		"Score": 558
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			6,
			4,
			13,
			8
		],
		"Score": 929
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			6,
			7,
			5,
			13
		],
		"Score": 204
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			6,
			9,
			3,
			4
		],
		"Score": 232
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			8,
			10,
			9,
			6
		],
		"Score": 365
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			9,
			3,
			13,
			8
		],
		"Score": 23
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			9,
			8,
			5,
			2
		],
		"Score": 225
	},
	{
		"Grade": 1,
		"Cards": [
			14,
			13,
			3,
			10,
			7
		],
		"Score": 79
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			2,
			3,
			8,
			7
		],
		"Score": 742
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			4,
			6,
			2,
			5
		],
		"Score": 640
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			4,
			6,
			2,
			8
		],
		"Score": 44
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			4,
			12,
			7,
			6
		],
		"Score": 101
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			5,
			4,
			13,
			10
		],
		"Score": 116
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			5,
			6,
			8,
			13
		],
		"Score": 511
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			5,
			7,
			12,
			8
		],
		"Score": 571
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			6,
			4,
			10,
			5
		],
		"Score": 646
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			7,
			3,
			4,
			12
		],
		"Score": 302
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			7,
			6,
			2,
			9
		],
		"Score": 320
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			8,
			6,
			10,
			7
		],
		"Score": 140
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			10,
			5,
			13,
			9
		],
		"Score": 181
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			12,
			7,
			13,
			3
		],
		"Score": 222
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			13,
			2,
			5,
			9
		],
		"Score": 859
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			13,
			4,
			7,
			14
		],
		"Score": 817
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			13,
			9,
			8,
			12
		],
		"Score": 811
	},
	{
		"Grade": 2,
		"Cards": [
			1,
			14,
			8,
			13,
			10
		],
		"Score": 88
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			1,
			13,
			14,
			8
		],
		"Score": 739
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			2,
			3,
			4,
			9
		],
		"Score": 954
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			2,
			8,
			9,
			4
		],
		"Score": 665
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			3,
			3,
			9,
			10
		],
		"Score": 153
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			3,
			7,
			3,
			12
		],
		"Score": 603
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			3,
			8,
			14,
			3
		],
		"Score": 170
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			5,
			12,
			10,
			1
		],
		"Score": 555
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			8,
			7,
			6,
			8
		],
		"Score": 329
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			8,
			8,
			12,
			14
		],
		"Score": 966
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			10,
			2,
			6,
			13
		],
		"Score": 866
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			10,
			3,
			10,
			6
		],
		"Score": 25
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			12,
			8,
			1,
			13
		],
		"Score": 654
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			14,
			3,
			1,
			6
		],
		"Score": 169
	},
	{
		"Grade": 2,
		"Cards": [
			2,
			14,
			10,
			5,
			1
		],
		"Score": 263
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			1,
			12,
			2,
			13
		],
		"Score": 544
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			2,
			4,
			1,
			8
		],
		"Score": 569
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			3,
			8,
			10,
			6
		],
		"Score": 447
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			3,
			12,
			10,
			7
		],
		"Score": 5
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			4,
			5,
			1,
			12
		],
		"Score": 894
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			6,
			12,
			2,
			6
		],
		"Score": 728
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			7,
			10,
			7,
			12
		],
		"Score": 523
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			8,
			3,
			7,
			13
		],
		"Score": 674
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			8,
			3,
			12,
			10
		],
		"Score": 583
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			8,
			6,
			3,
			13
		],
		"Score": 787
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			8,
			12,
			8,
			9
		],
		"Score": 627
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			9,
			14,
			9,
			2
		],
		"Score": 357
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			10,
			3,
			2,
			13
		],
		"Score": 167
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			12,
			14,
			1,
			8
		],
		"Score": 989
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			14,
			9,
			1,
			13
		],
		"Score": 127
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			14,
			12,
			12,
			13
		],
		"Score": 275
	},
	{
		"Grade": 2,
		"Cards": [
			3,
			14,
			13,
			12,
			1
		],
		"Score": 655
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			1,
			5,
			3,
			8
		],
		"Score": 437
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			2,
			12,
			5,
			4
		],
		"Score": 684
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			2,
			12,
			7,
			1
		],
		"Score": 264
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			2,
			13,
			9,
			13
		],
		"Score": 479
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			3,
			1,
			12,
			8
		],
		"Score": 613
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			3,
			5,
			5,
			6
		],
		"Score": 16
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			3,
			12,
			7,
			12
		],
		"Score": 736
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			4,
			2,
			5,
			8
		],
		"Score": 907
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			6,
			1,
			5,
			9
		],
		"Score": 844
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			8,
			10,
			9,
			10
		],
		"Score": 848
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			9,
			2,
			9,
			12
		],
		"Score": 183
	},
	{
		"Grade": 2,
		"Cards": [
			4,
			14,
			9,
			4,
			12
		],
		"Score": 113
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			2,
			4,
			2,
			10
		],
		"Score": 708
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			2,
			5,
			13,
			14
		],
		"Score": 198
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			2,
			8,
			2,
			9
		],
		"Score": 295
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			4,
			6,
			8,
			1
		],
		"Score": 812
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			4,
			12,
			9,
			4
		],
		"Score": 858
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			6,
			1,
			13,
			12
		],
		"Score": 300
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			9,
			8,
			5,
			7
		],
		"Score": 754
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			10,
			4,
			13,
			10
		],
		"Score": 133
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			13,
			3,
			3,
			2
		],
		"Score": 923
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			13,
			8,
			5,
			9
		],
		"Score": 943
	},
	{
		"Grade": 2,
		"Cards": [
			5,
			14,
			1,
			7,
			10
		],
		"Score": 164
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			2,
			1,
			13,
			8
		],
		"Score": 68
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			3,
			1,
			12,
			4
		],
		"Score": 963
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			3,
			9,
			4,
			3
		],
		"Score": 399
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			4,
			1,
			7,
			14
		],
		"Score": 345
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			4,
			2,
			10,
			1
		],
		"Score": 781
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			4,
			6,
			9,
			7
		],
		"Score": 156
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			5,
			1,
			3,
			14
		],
		"Score": 339
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			5,
			12,
			5,
			13
		],
		"Score": 607
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			5,
			13,
			13,
			9
		],
		"Score": 958
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			6,
			12,
			3,
			4
		],
		"Score": 290
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			7,
			10,
			6,
			2
		],
		"Score": 483
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			7,
			13,
			12,
			1
		],
		"Score": 469
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			7,
			14,
			1,
			12
		],
		"Score": 135
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			8,
			7,
			4,
			4
		],
		"Score": 920
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			8,
			13,
			6,
			14
		],
		"Score": 581
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			8,
			14,
			9,
			14
		],
		"Score": 429
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			9,
			14,
			9,
			13
		],
		"Score": 937
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			10,
			6,
			14,
			9
		],
		"Score": 623
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			10,
			14,
			14,
			3
		],
		"Score": 242
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			12,
			8,
			14,
			8
		],
		"Score": 539
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			13,
			4,
			1,
			5
		],
		"Score": 100
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			14,
			2,
			1,
			12
		],
		"Score": 535
	},
	{
		"Grade": 2,
		"Cards": [
			6,
			14,
			4,
			12,
			4
		],
		"Score": 492
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			1,
			6,
			9,
			5
		],
		"Score": 935
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			2,
			10,
			2,
			9
		],
		"Score": 575
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			3,
			6,
			7,
			12
		],
		"Score": 335
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			3,
			12,
			1,
			9
		],
		"Score": 396
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			3,
			12,
			8,
			7
		],
		"Score": 234
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			3,
			14,
			10,
			3
		],
		"Score": 671
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			4,
			10,
			5,
			7
		],
		"Score": 514
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			6,
			1,
			14,
			2
		],
		"Score": 104
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			7,
			5,
			3,
			13
		],
		"Score": 952
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			7,
			9,
			10,
			13
		],
		"Score": 931
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			8,
			2,
			6,
			7
		],
		"Score": 202
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			8,
			2,
			14,
			1
		],
		"Score": 361
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			8,
			3,
			1,
			12
		],
		"Score": 902
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			8,
			7,
			10,
			13
		],
		"Score": 932
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			10,
			12,
			2,
			1
		],
		"Score": 228
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			12,
			1,
			5,
			6
		],
		"Score": 543
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			12,
			2,
			8,
			8
		],
		"Score": 815
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			12,
			4,
			9,
			7
		],
		"Score": 390
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			14,
			4,
			9,
			9
		],
		"Score": 354
	},
	{
		"Grade": 2,
		"Cards": [
			7,
			14,
			5,
			9,
			1
		],
		"Score": 296
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			1,
			4,
			9,
			6
		],
		"Score": 531
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			2,
			4,
			3,
			4
		],
		"Score": 819
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			2,
			8,
			10,
			5
		],
		"Score": 439
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			3,
			5,
			2,
			3
		],
		"Score": 67
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			3,
			12,
			3,
			4
		],
		"Score": 209
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			4,
			9,
			8,
			2
		],
		"Score": 108
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			5,
			12,
			12,
			6
		],
		"Score": 185
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			5,
			14,
			3,
			3
		],
		"Score": 635
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			6,
			5,
			1,
			3
		],
		"Score": 553
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			6,
			10,
			10,
			13
		],
		"Score": 664
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			7,
			12,
			12,
			2
		],
		"Score": 557
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			8,
			3,
			7,
			13
		],
		"Score": 999
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			8,
			12,
			4,
			2
		],
		"Score": 757
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			9,
			13,
			8,
			7
		],
		"Score": 967
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			10,
			14,
			7,
			10
		],
		"Score": 281
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			12,
			2,
			14,
			2
		],
		"Score": 403
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			14,
			1,
			3,
			7
		],
		"Score": 746
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			14,
			4,
			12,
			14
		],
		"Score": 525
	},
	{
		"Grade": 2,
		"Cards": [
			8,
			14,
			14,
			3,
			2
		],
		"Score": 324
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			1,
			4,
			2,
			14
		],
		"Score": 670
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			2,
			9,
			7,
			14
		],
		"Score": 798
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			2,
			14,
			6,
			6
		],
		"Score": 1000
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			3,
			5,
			7,
			7
		],
		"Score": 656
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			3,
			12,
			10,
			12
		],
		"Score": 251
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			4,
			3,
			5,
			5
		],
		"Score": 434
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			7,
			3,
			4,
			3
		],
		"Score": 724
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			8,
			14,
			14,
			4
		],
		"Score": 343
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			10,
			8,
			4,
			1
		],
		"Score": 912
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			12,
			1,
			5,
			2
		],
		"Score": 50
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			12,
			8,
			10,
			12
		],
		"Score": 122
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			13,
			6,
			9,
			10
		],
		"Score": 66
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			14,
			3,
			7,
			1
		],
		"Score": 355
	},
	{
		"Grade": 2,
		"Cards": [
			9,
			14,
			13,
			2,
			1
		],
		"Score": 600
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			1,
			8,
			14,
			5
		],
		"Score": 552
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			4,
			1,
			6,
			14
		],
		"Score": 41
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			5,
			3,
			5,
			13
		],
		"Score": 585
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			5,
			4,
			9,
			1
		],
		"Score": 7
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			7,
			1,
			14,
			8
		],
		"Score": 250
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			7,
			6,
			9,
			9
		],
		"Score": 630
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			7,
			7,
			4,
			13
		],
		"Score": 48
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			7,
			8,
			5,
			7
		],
		"Score": 465
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			8,
			5,
			12,
			1
		],
		"Score": 36
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			8,
			6,
			6,
			4
		],
		"Score": 246
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			8,
			12,
			10,
			6
		],
		"Score": 505
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			9,
			8,
			12,
			8
		],
		"Score": 473
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			10,
			13,
			2,
			14
		],
		"Score": 537
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			12,
			1,
			7,
			14
		],
		"Score": 110
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			12,
			6,
			12,
			2
		],
		"Score": 416
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			13,
			2,
			2,
			8
		],
		"Score": 577
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			13,
			6,
			8,
			1
		],
		"Score": 29
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			13,
			12,
			14,
			13
		],
		"Score": 550
	},
	{
		"Grade": 2,
		"Cards": [
			10,
			14,
			3,
			3,
			13
		],
		"Score": 454
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			3,
			1,
			6,
			10
		],
		"Score": 554
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			4,
			2,
			2,
			10
		],
		"Score": 881
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			4,
			5,
			8,
			4
		],
		"Score": 381
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			4,
			12,
			6,
			14
		],
		"Score": 976
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			6,
			9,
			3,
			12
		],
		"Score": 942
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			7,
			3,
			14,
			7
		],
		"Score": 747
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			9,
			1,
			4,
			3
		],
		"Score": 379
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			9,
			1,
			5,
			13
		],
		"Score": 567
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			10,
			7,
			7,
			13
		],
		"Score": 883
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			10,
			10,
			14,
			8
		],
		"Score": 693
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			12,
			8,
			7,
			9
		],
		"Score": 90
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			13,
			14,
			14,
			9
		],
		"Score": 863
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			14,
			3,
			13,
			13
		],
		"Score": 298
	},
	{
		"Grade": 2,
		"Cards": [
			12,
			14,
			8,
			1,
			5
		],
		"Score": 545
	},
	{
		"Grade": 2,
		"Cards": [
			13,
			1,
